title,link,time,source
Lor confident Symbol Of Strength can capitalise on ideal draw at Happy Valley,https://www.scmp.com/sport/racing/article/3347546/frankie-lor-confident-symbol-strength-can-capitalise-ideal-draw-happy-valley,2026-03-23 13:23,scmp_racing
Invincible Ibis delivers Newnham Derby redemption in record-breaking victory,https://www.scmp.com/sport/racing/article/3347487/invincible-ibis-delivers-mark-newnham-hong-kong-derby-redemption-record-breaking-victory,2026-03-22 19:33,scmp_racing
Lui’s exciting Hot Delight remains unbeaten as the trainer scores a Sha Tin double,https://www.scmp.com/sport/racing/article/3347483/francis-luis-exciting-hot-delight-remains-unbeaten-trainer-scores-double-sha-tin,2026-03-22 19:04,scmp_racing
Lor upbeat despite Derby defeat as Hayes links up with familiar face,https://www.scmp.com/sport/racing/article/3347489/frankie-lor-upbeat-despite-derby-defeat-david-hayes-links-familiar-face,2026-03-22 20:18,scmp_racing
Orman makes strong case for Derby outsider: ‘the extra distance will suit him’,https://www.scmp.com/sport/racing/article/3347455/james-orman-makes-strong-case-likely-outsider-pope-cody-hong-kong-derby,2026-03-22 08:56,scmp_racing
Chan launches two-pronged attack in first Derby crack with Grove and Gabriel,https://www.scmp.com/sport/racing/article/3347421/marc-chan-launches-two-pronged-attack-first-derby-crack-stormy-grove-and-seraph-gabriel,2026-03-21 16:09,scmp_racing
Newnham hopes Invincible Ibis can take his ‘one chance’ at immortality in Derby,https://www.scmp.com/sport/racing/article/3347408/mark-newnham-hopes-invincible-ibis-can-take-his-one-chance-immortality-hong-kong-derby,2026-03-21 12:30,scmp_racing
SCMP Best Bets: Circuit Champion can show his quality at Sha Tin,https://www.scmp.com/sport/racing/article/3347442/scmp-best-bets-circuit-champion-can-show-his-quality-sha-tin,2026-03-21 21:53,scmp_racing
馬場浮世繪｜華倫素拿美國獲發牌 (Racecourse Vignettes | Valenzuela Licensed in America),https://www.stheadline.com/realtime-racing/3555705/馬場浮世繪華倫素拿美國獲發牌,2026-03-23 13:48 (12小時前),singtao_racing
"黃嘉雯「飛馬座」爭第二捷 (Jessica Wong's ""Pegasus"" Contends for Second Win)",https://www.stheadline.com/realtime-racing/3555616/黃嘉雯飛馬座爭第二捷,2026-03-23 08:48 (17小時前),singtao_racing
