title,link,time,source
David Eustace banking on Colourful King to bounce back on return to the Sha Tin straight,https://www.scmp.com/sport/racing/article/3358447/david-eustace-banking-colourful-king-bounce-back-returned-sha-tin-straight,2026-06-26 13:46,scmp_racing
"Champion Miler award wide open, while Ka Ying’s No 1 ranking is under threat",https://www.scmp.com/sport/racing/article/3358299/champion-miler-award-wide-open-while-ka-ying-risings-no-1-ranking-under-threat,2026-06-25 19:00,scmp_racing
"Stellar Express ready to fire as rare 1,000m chance comes around at Sha Tin",https://www.scmp.com/sport/racing/article/3358293/stellar-express-ready-fire-rare-1000m-chance-comes-around-sha-tin-saturday,2026-06-25 13:23,scmp_racing
Mo scores sensational treble from just five runners at Happy Valley,https://www.scmp.com/sport/racing/article/3358251/cody-mo-scores-sensational-treble-just-five-runners-happy-valley-wednesday,2026-06-24 23:35,scmp_racing
SCMP Best Bets: Express a Stellar chance for punters at Sha Tin,https://www.scmp.com/sport/racing/article/3358561/scmp-best-bets-express-stellar-chance-punters-sha-tin,2026-06-26 22:22,scmp_racing
Eustace hoping Vivacious Win can go back-to-back at Valley after superb breakthrough victory,https://www.scmp.com/sport/racing/article/3358048/david-eustace-hoping-vivacious-win-can-go-back-back-happy-valley-after-superb-breakthrough-victory,2026-06-23 17:00,scmp_racing
SCMP Best Bets: Georgian Sigma can be the boss at Happy Valley,https://www.scmp.com/sport/racing/article/3358098/scmp-best-bets-georgian-sigma-can-be-boss-happy-valley,2026-06-23 21:58,scmp_racing
"沙田馬場「香港共慶回歸賽馬日」  免費入場共享世界級賽馬、音樂與豐富禮遇 (Sha Tin Racecourse ""Hong Kong Celebration of Return Raceday"" - Free Entry to Enjoy World-Class Racing, Music, and Rich Rewards)",https://www.stheadline.com/realtime-racing/3587417/沙田馬場香港共慶回歸賽馬日-免費入場共享世界級賽馬音樂與豐富禮遇,2026-06-26 11:46 (15小時前),singtao_racing
"阿根廷明星賽馬日隆重登場　「今宵情」爭衞冕成焦點 (Argentine Star Raceday Makes Grand Debut, ""Romantic Charm"" Aims for Title Defense, Becoming the Focus)",https://www.stheadline.com/realtime-racing/3587413/阿根廷明星賽馬日隆重登場今宵情爭衞冕成焦點,2026-06-26 11:46 (15小時前),singtao_racing
"田泰安「堅先生」「金風萬里」 (Karis Teetan on ""Mr. Majestic"" and ""Golden Mile"")",https://www.stheadline.com/realtime-racing/3587304/田泰安堅先生金風萬里,2026-06-26 09:46 (17小時前),singtao_racing
"王宗彦：巫顯東騎「自強不息」征韓 (Trainer Peter Tse: Matthew Chadwick to Ride ""Never Give Up"" in Korea)",https://www.stheadline.com/realtime-racing/3587330/王宗彦巫顯東騎自強不息征韓,2026-06-26 08:46 (18小時前),singtao_racing
史昊洺善心 帶旺家人兩駒 (Keith Yeung's Generosity Brings Luck to Family's Two Horses),https://www.stheadline.com/realtime-racing/3587273/史昊洺善心-帶旺家人兩駒,2026-06-26 08:46 (18小時前),singtao_racing
