title,link,source,time
2026 Irish Grand National Pinstickers' Guide: key quotes and David Jennings' ratings for all 30 runners,https://www.racingpost.com/news/festivals/fairyhouse-easter-festival/2026-irish-grand-national-pinstickers-guide-runners-tips-and-key-trainer-insight-aRPIW7X2DEt1/,racing_post,
Tom Segal had a 9-2 Fairyhouse winner on Sunday and he's tipping two at big prices in the Irish Grand National next,https://www.racingpost.com/horse-racing-tips/premium-tips/pricewise/grand-national-picks-tom-segals-premium-racing-tips-at-aintree-a2LHD1h2M7mN/,racing_post,
'I'm not surprised The Jukebox Kid is fancied' says Ben Pauling as the horse stumping Irish handicapper bids to crash Mullins-Elliott title battle,https://www.racingpost.com/news/raceday-intel/the-big-story/im-not-surprised-the-jukebox-kid-is-fancied-says-ben-pauling-as-the-horse-stumping-irish-handicapper-bids-to-crash-mullins-elliott-title-battle-a7hKZ4d29ONO/,racing_post,
Trainer who found Faugheen hails 'my biggest day by a mile' as Fleur In The Park upsets big yards in WillowWarm Gold Cup,https://www.racingpost.com/news/reports/trainer-who-found-faugheen-hails-my-biggest-day-by-a-mile-as-fleur-in-the-park-upsets-big-yards-in-willowwarm-gold-cup-aN0uj0J0xp8f/,racing_post,
Jockey given 12-day ban after riding finish and easing down on joint-favourite with a circuit remaining,https://www.racingpost.com/news/reports/jockey-appears-to-misjudge-winning-line-when-easing-down-on-joint-favourite-with-a-circuit-remaining-at-plumpton-a1zJs0O6p9Iy/,racing_post,
"Fairyhouse: 'Wow, that was something else' - Willie Mullins blown away by scintillating Grade 2 win for novice hurdler",https://www.racingpost.com/news/reports/wow-that-was-something-else-willie-mullins-blown-away-by-scintillating-grade-2-win-for-novice-hurdler-agprJ0J2JtDl/,racing_post,
Cork: 'I was getting a bit worried' - Harry Cobden leaves it late to record first Irish success on last of six rides,https://www.racingpost.com/news/reports/its-been-a-long-day-i-was-getting-a-bit-worried-harry-cobden-leaves-it-late-to-record-first-irish-success-on-last-of-his-six-rides-asylu9r9kATT/,racing_post,
"'I enjoy making money and it's so easy to do, all you need is a brain' - the gospel according to Saint Mick",https://www.racingpost.com/news/features/the-big-read/i-enjoy-making-money-and-its-so-easy-to-do-all-you-need-is-a-brain-the-gospel-according-to-saint-mick-atsgK1T5mvgo/,racing_post,
"2026 Irish Grand National at Fairyhouse: the runners, the odds, the verdict",https://www.racingpost.com/news/festivals/fairyhouse-easter-festival/2026-irish-grand-national-tips-runners-riders-odds-and-verdict-aB11s1H1uSKP/,racing_post,
Irish Grand National tips: 'He's the class act and can prove it' - why this horse can win,https://www.racingpost.com/horse-racing-tips/free-tips/irish-grand-national-tips-hes-the-class-act-and-can-prove-it-why-this-horse-can-win-aYwyQ2U2JFMP/,racing_post,
