title,link,source,time
Oisin Murphy to ride Constitution Hill on Flat debut - but Nicky Henderson not ruling out return to hurdles for former champion,https://www.racingpost.com/news/britain/oisin-murphy-confirmed-to-ride-constitution-hill-on-flat-debut-but-nicky-henderson-not-ruling-out-return-to-hurdles-for-former-champion-aSZkc5b87sSU/,racing_post,
'Everything came to a head and we needed to survive - but now the future looks very rosy',https://www.racingpost.com/news/features/interviews/everything-came-to-a-head-and-we-needed-to-survive-but-now-the-future-looks-very-rosy-aRmUh5D8UNqy/,racing_post,
'I'm not going to risk him' - Jango Baie to head straight to the Gold Cup as Nicky Henderson opts to swerve Denman Chase,https://www.racingpost.com/news/britain/im-not-going-to-risk-him-gold-cup-contender-jango-baie-to-miss-denman-chase-and-head-straight-to-cheltenham-festival-aqvM07U57yev/,racing_post,
Joseph O'Brien reveals likely Cheltenham Festival aim for 'one of Ireland's best novice hurdlers',https://www.racingpost.com/news/festivals/cheltenham-festival/joseph-obrien-reveals-likely-cheltenham-festival-aim-for-one-of-irelands-best-novice-hurdlers-asgoA7F0I9yk/,racing_post,
JP McManus purchase goes on trial for Brown Advisory and Grand National at Navan on Sunday,https://www.racingpost.com/news/ireland/jp-mcmanus-purchase-goes-on-trial-for-brown-advisory-and-grand-national-at-navan-on-sunday-aDKfi0Z20nDN/,racing_post,
'He picks up. We’ll win this. Fact To File won’t get home. We’ll get him',https://www.racingpost.com/news/features/patrick-mullins/he-picks-up.-well-win-this.-fact-to-file-wont-get-home.-well-get-him-aDvYb4W2yuc8,racing_post,
Rich Ricci and Willie Mullins have a lot of thinking to do - this is how punters can exploit the confusion,https://www.racingpost.com/news/opinion/comment/rich-ricci-and-willie-mullins-have-a-lot-of-thinking-to-do-this-is-how-punters-can-exploit-the-confusion-a41bm5l2OQ5O/,racing_post,
'Had Saturday been on we would have broken all records' - leading on-course bookmaker praises business at Dublin Racing Festival,https://www.racingpost.com/news/festivals/dublin-racing-festival/had-saturday-been-on-we-would-have-broken-all-records-leading-on-course-bookmaker-praises-business-at-dublin-racing-festival-aNDSc8T2T3jJ/,racing_post,
"'I thought about giving up quite a few times - but if you stick at it and prove yourself, amazing things can happen'",https://www.racingpost.com/news/britain/i-thought-about-giving-up-quite-a-few-times-but-if-you-stick-at-it-and-prove-yourself-amazing-things-can-happen-a1Lrt7f8fmLT/,racing_post,
"Punchestown: another Ethical Diamond? Same owner, same trainer, same jockey and same race as hurdler emulates Breeders' Cup winner",https://www.racingpost.com/news/reports/another-ethical-diamond-same-owner-same-trainer-same-jockey-and-same-race-as-too-bossy-for-us-emulates-breeders-cup-winner-awW9B1C8ufay/,racing_post,
'I was asking for maximum effort' - Grand National-winning rider Ryan Mania overturns ten-day non-trier ban,https://www.racingpost.com/news/britain/i-was-asking-for-maximum-effort-grand-national-winning-rider-ryan-mania-successfully-overturns-ten-day-non-trier-ban-aDtS71l0quVv/,racing_post,
"3.10 Huntingdon: He once did it with Shishkin, so can Nicky Henderson use the Sidney Banks as a launchpad to festival success again?",https://www.racingpost.com/news/raceday-intel/he-once-did-it-with-shishkin-so-can-nicky-henderson-use-the-sidney-banks-as-a-launchpad-to-festival-success-again-a2qH56z0z8Tp/,racing_post,
Graeme Rodway tipped a 7-2 winner on Wednesday and has three selections for Thursday's racing,https://www.racingpost.com/horse-racing-tips/premium-tips/top-tipsters/everything-looks-right-for-him-to-follow-up-graeme-rodway-has-three-selections-for-thursdays-racing-a0LAX8E5tqav/,racing_post,
Graeme Rodway's play of the day at Huntingdon,https://www.racingpost.com/horse-racing-tips/play-of-the-day/graeme-rodways-play-of-the-day-at-huntingdon-a1xJO6C4RSxt/,racing_post,
The Punt Acca: Matt Rennie with three fancies from Doncaster and Huntingdon on Thursday,https://www.racingpost.com/horse-racing-tips/the-punt-acca/the-punt-acca-matt-rennie-with-three-fancies-from-doncaster-and-huntingdon-on-thursday-aNESR6q1OscF/,racing_post,
This chaser makes a fair amount of appeal against a Cheltenham hotpot at the weekend,https://www.racingpost.com/news/opinion/comment/paul-kealy-on-why-this-chaser-makes-a-fair-amount-of-appeal-against-a-cheltenham-hotpot-this-weekend-aP0UX2z2EPGN/,racing_post,
British racing's £5.9m digital overhaul in fresh turmoil as chair departs amid 'grave concerns' that plan will fail,https://www.racingpost.com/news/britain/british-racings-5.9m-digital-overhaul-in-fresh-turmoil-as-chair-departs-amid-grave-concerns-that-plan-will-fail-aOFPk7K6BVmU,racing_post,
Newmarket reopens for business in time-honoured fashion - even if it is a day late this year,https://www.racingpost.com/news/features/regulars/newmarket-reopens-for-business-in-time-honoured-fashion-even-if-it-is-a-day-late-this-year-aJvyS7R3mnUA/,racing_post,
