title,link,time,source
Eustace signs off the season with a treble at Happy Valley finale,https://www.scmp.com/sport/racing/article/3360720/david-eustace-signs-season-treble-happy-valley-finale-wednesday,2026-07-15 23:40,scmp_racing
Inside the high-stakes world of Hong Kong Jockey Club’s race-day operations,https://www.scmp.com/sport/racing/article/3360528/inside-high-stakes-world-hong-kong-jockey-clubs-race-day-operations,2026-07-15 08:00,scmp_racing
Fownes to fire remaining bullets at season finale after clinching fifth title,https://www.scmp.com/sport/racing/article/3360491/caspar-fownes-fire-remaining-bullets-happy-valley-season-finale-after-clinching-fifth-title,2026-07-14 14:54,scmp_racing
SCMP Best Bets: Pejibaye a peachy prospect for punters at Valley finale,https://www.scmp.com/sport/racing/article/3360569/scmp-best-bets-pejibaye-peachy-prospect-punters-valley-finale,2026-07-14 22:45,scmp_racing
馬場浮世繪│希威森冠軍盃賽馬日夫卜 (Racetrack Ukiyo-e: Hewitson's Partner at Champions Day),https://www.stheadline.com/realtime-racing/3594817/馬場浮世繪希威森冠軍盃賽馬日夫卜,2026-07-17 10:03 (16小時前),singtao_racing
馬場浮世繪│「蒙面舞會」「林森處」狀態弗 (Racetrack Ukiyo-e: 'Masked Ball' and 'Lamson Place' in good form),https://www.stheadline.com/realtime-racing/3594816/馬場浮世繪蒙面舞會林森處狀態弗,2026-07-17 10:03 (16小時前),singtao_racing
「雷鳴續響」盼挫強敵成英國及愛爾蘭橡樹大賽雙料冠軍 ('Thunder Resonating' hopes to defeat strong rivals to become English and Irish Oaks dual champion),https://www.stheadline.com/realtime-racing/3594804/雷鳴續響盼挫強敵成英國及愛爾蘭橡樹大賽雙料冠軍,2026-07-17 10:03 (16小時前),singtao_racing
"鍾易禮暑假去斯里蘭卡  潘明輝則往新疆 (Matthew Chadwick goes to Sri Lanka for summer holiday, while Matthew Poon goes to Xinjiang)",https://www.stheadline.com/realtime-racing/3594747/鍾易禮暑假去斯里蘭卡-潘明輝則往新疆,2026-07-17 08:03 (18小時前),singtao_racing
「舉步生風」配連達文征日 ('Walk with Wind' paired with Lemaire for Japan campaign),https://www.stheadline.com/realtime-racing/3594746/舉步生風配連達文征日,2026-07-17 07:03 (19小時前),singtao_racing
"大衛希斯讚從化頂級 北上練兵 成績昇呢 (David Hayes praises Conghua as top-class, training north improves results)",https://www.stheadline.com/realtime-racing/3594704/大衛希斯讚從化頂級-北上練兵-成績昇呢,2026-07-18 02:03 (2026-07-17 00:01 HKT),singtao_racing
告東尼舉家飛巴黎旅遊 (Tony Cruz's family flies to Paris for a trip),https://www.stheadline.com/realtime-racing/3594364/告東尼舉家飛巴黎旅遊,2026-07-18 02:03 (2026-07-16 15:40 HKT),singtao_racing
"馬場浮世繪｜「迅先男孩」未易手 以英澳美三大賽為目標 (Racetrack Ukiyo-e: 'Fast Boy' not sold, targeting three major races in UK, Australia, and USA)",https://www.stheadline.com/realtime-racing/3594349/馬場浮世繪迅先男孩未易手-以英澳美三大賽為目標,2026-07-18 02:03 (2026-07-16 15:01 HKT),singtao_racing
"希威森暑假三地遊 月底冠軍盃賽馬日爭功 (Hewitson's three-location summer trip, aiming for success on Champions Day at the end of the month)",https://www.stheadline.com/realtime-racing/3594344/希威森暑假三地遊-月底冠軍盃賽馬日爭功,2026-07-18 02:03 (2026-07-16 14:51 HKT),singtao_racing
"投注額升3.2% 賽馬旅遊激增 (Betting turnover up 3.2%, racing tourism surges)",https://www.stheadline.com/realtime-racing/3594330/投注額升32-賽馬旅遊激增,2026-07-18 02:03 (2026-07-16 14:02 HKT),singtao_racing
"馬場密探048｜「人和家興」險勝食尾胡 (Racetrack Insider 048: 'People and Prosperity' narrowly wins, clinching the final leg)",https://www.stheadline.com/realtime-racing/3594133/馬場密探048人和家興險勝食尾胡,2026-07-18 02:03 (2026-07-15 23:30 HKT),singtao_racing
"馬場浮世繪│煙火劃完美句號  新季9.6開鑼 (Racetrack Ukiyo-e: Fireworks mark a perfect end, new season kicks off on September 6)",https://www.stheadline.com/realtime-racing/3594141/馬場浮世繪煙火劃完美句號-新季96開鑼,2026-07-18 02:03 (2026-07-15 23:23 HKT),singtao_racing
馬場密探048｜「翠紅」今季第四捷 (Racetrack Insider 048: 'Emerald Red' gets its fourth win this season),https://www.stheadline.com/realtime-racing/3594120/馬場密探048翠紅今季第四捷,2026-07-18 02:03 (2026-07-15 23:04 HKT),singtao_racing
馬場浮世繪│「聲」聲相惜  告東尼一「劍」霜寒 (Racetrack Ukiyo-e: Mutual Admiration for 'Sound'; Tony Cruz's 'Sword' Brings a Chill),https://www.stheadline.com/realtime-racing/3594103/馬場浮世繪聲聲相惜-告東尼一劍霜寒,2026-07-18 02:03 (2026-07-15 23:00 HKT),singtao_racing
"馬場浮世繪│心得系爆30倍W夠「威」 (Racetrack Ukiyo-e: Tips System Lands 30-1 Winner, Proving 'Might')",https://www.stheadline.com/realtime-racing/3594093/馬場浮世繪心得系爆30倍W夠威,2026-07-18 02:03 (2026-07-15 22:50 HKT),singtao_racing
