title,link,source,time
'There's no hiding the fact it's been the plan' - audacious plot pays off as Soldier In Milan runs away with Irish Grand National,https://www.racingpost.com/news/reports/irish-grand-national-dreamland-for-emmet-mullins-donagh-meyler-and-paul-byrne-as-soldier-in-milan-storms-to-emphatic-win-aVF6K6U9zogc/,racing_post,
From selling classified ads in the Racing Post to becoming an Irish Grand National-winning owner - the rise of 'exceptional' Paul Byrne,https://www.racingpost.com/news/reports/from-selling-classified-ads-in-the-racing-post-to-becoming-an-irish-grand-national-winning-owner-the-rise-of-paul-byrne-at2zd4T95Hpv/,racing_post,
No one targets a race like Emmet Mullins and Paul Byrne - which is why Gold Cup quotes for Soldier In Milan miss the point,https://www.racingpost.com/news/betting-insight/no-one-targets-a-race-like-emmet-mullins-and-paul-byrne-which-is-why-gold-cup-quotes-for-soldier-in-milan-miss-the-point-asECo7l1AK8Q/,racing_post,
"Fairyhouse: Veteran Energumene defies advancing age with brilliant Grade 2 victory: 'He ran like a seven or eight-year-old, it's tremendous'",https://www.racingpost.com/news/reports/its-brilliant-harry-cobden-rides-first-winner-for-new-boss-jp-mcmanus-on-irish-soil-as-the-noel-meade-trained-fierce-handay-wins-awl8o6a82hci/,racing_post,
Irish Grand National as it happened: Soldier In Milan marches to huge Fairyhouse success as he slams rivals in stunning style,https://www.racingpost.com/news/festivals/fairyhouse-easter-festival/grand-national-field-to-be-trimmed-plus-all-the-build-up-for-the-irish-grand-national-at-fairyhouse-rmiTp8M1Zv9A/,racing_post,
2026 Irish Grand National result: where your horse finished and who won,https://www.racingpost.com/news/festivals/fairyhouse-easter-festival/2026-irish-grand-national-result-where-your-horse-finished-and-who-won-azVWc8D0ojm1/,racing_post,
Cheltenham Festival winner secures Grand National spot after three guaranteed runners removed and 49 left in contention,https://www.racingpost.com/news/festivals/grand-national-festival/grand-national-confirmations-cheltenham-festival-winner-secures-spot-as-aintree-latest-entries-revealed-ac8f27v5O7Ns/,racing_post,
'We need to counteract the drying weather' - watering at Aintree as warm spell forecast ahead of Grand National festival,https://www.racingpost.com/news/festivals/grand-national-festival/we-need-to-counteract-the-drying-weather-watering-at-aintree-as-warm-spell-forecast-ahead-of-grand-national-festival-a4eTo2d0daA6/,racing_post,
"WATCH: Closures, comeback and computer chaos | The Front Page",https://www.racingpost.com/video/the-front-page/watch-closures-comeback-and-computer-chaos-the-front-page-aMMgP6Y0KoJr/,racing_post,
'I'd like some rain' - Paul Nicholls sounds warning over star's Aintree bid as he strives to bounce back from Cheltenham,https://www.racingpost.com/news/festivals/grand-national-festival/id-like-some-rain-paul-nicholls-sounds-warning-over-stars-aintree-bid-as-he-strives-to-bounce-back-from-cheltenham-a1pUV4F88vfe/,racing_post,
