title,link,time,source
Champion sprinter Ka Ying Rising arrives in Australia ahead of The Everest defence,https://www.scmp.com/sport/racing/article/3368232/champion-sprinter-ka-ying-rising-arrives-australia-ahead-everest-defence,2026-09-21 18:00,scmp_racing
Calmer Little Paradise set to launch Hong Kong Mile mission in Celebration Cup,https://www.scmp.com/sport/racing/article/3368221/calmer-little-paradise-set-launch-hong-kong-mile-mission-celebration-cup,2026-09-21 14:35,scmp_racing
SCMP Best Bets: Punters can be on Cloud Nine at Happy Valley,https://www.scmp.com/sport/racing/article/3368418/scmp-best-bets-punters-can-be-cloud-nine-happy-valley,2026-09-22 21:00,scmp_racing
"希斯「凝妙星」「東方魅影」 (Hayes' Ensured, Eastern Charm)",https://www.stheadline.com/realtime-racing/3618149/希斯凝妙星東方魅影,2026-09-22 10:03 (17小時前),singtao_racing
「嘉應高昇」開心碌地沙 (Ka Ying Rising happily rolls in the sand),https://www.stheadline.com/realtime-racing/3618110/嘉應高昇開心碌地沙,2026-09-22 08:03 (19小時前),singtao_racing
盧楚鏘帶旺「震撼人心」 (Lu Chor-cheung brings good luck to Invincible Missile),https://www.stheadline.com/realtime-racing/3618098/盧楚鏘帶旺震撼人心,2026-09-22 07:03 (20小時前),singtao_racing
"「將」系馬重溫美夢？ (Will the ""General"" series horses relive their good old days?)",https://www.stheadline.com/realtime-racing/3618094/將系馬重溫美夢,2026-09-22 07:03 (20小時前),singtao_racing
"霍宏聲「領航天子」「神駒馬靈」 (Matthew Chadwick's Navigator, Pegasus)",https://www.stheadline.com/realtime-racing/3617824/霍宏聲領航天子神駒馬靈,2026-09-23 03:03 (2026-09-21 18:50 HKT),singtao_racing
"馬場浮世繪｜「洛夫琴山」復出險勝 下月力爭成為第九匹三冠王 (Racetrack Ukiyo-e: Mount Popa makes a comeback victory, aims to be the ninth Triple Crown winner next month)",https://www.stheadline.com/realtime-racing/3617728/馬場浮世繪洛夫琴山復出險勝-下月力爭成為第九匹三冠王,2026-09-23 03:03 (2026-09-21 15:24 HKT),singtao_racing
潘頓偕家人睇企鵝 (Purton watches penguins with family),https://www.stheadline.com/realtime-racing/3617709/潘頓偕家人睇企鵝,2026-09-23 03:03 (2026-09-21 14:50 HKT),singtao_racing
"蕭煒忠自嘲講潮州話屬「有限公司」 (Paul Shiu self-deprecates his Teochew speaking as ""limited"")",https://www.stheadline.com/realtime-racing/3617705/蕭煒忠自嘲講潮州話屬有限公司,2026-09-23 03:03 (2026-09-21 14:42 HKT),singtao_racing
馬場浮世繪｜岳本賢數駒覬覦墨爾本盃 (Racetrack Ukiyo-e: Archie Watson's runners eye the Melbourne Cup),https://www.stheadline.com/realtime-racing/3617699/馬場浮世繪岳本賢數駒覬覦墨爾本盃,2026-09-23 03:03 (2026-09-21 14:26 HKT),singtao_racing
